record_id,submitted_at,channel,user_email,plan_tier,region,message,rating,resolved,assigned_to
FB-2177,17 Mar 2026,support-form,zara.muller@fig.studio,Pro,emea,Support got back to me in 10 minutes. Impressive.,4/5,,ALEX.R
FB-2062,02-09-2026 12:08,Chat,theo.okoro@opalhealth.com,FREE,NA,SEARCH IS UNUSABLY SLOW SINCE THE LAST UPDATE.,3,,sam.t
FB-2171,2026-04-30 23:16:00,phone,tomas.costa at fig.studio,enterprise,APAC,Honestly the best tool we've adopted this year. Team loves it.,,FALSE,jo.m
FB-2245,06-05-2026 18:16,chat,zara.ito@zenith-partners.com,Enterprise,latam,The setup wizard skipped a step and now nothing is connected.,,yes,alex.r
FB-2079,06-07-2026 15:08,in-app,marcus.bauer@fig.studio,Starter,APAC,The new reporting view is exactly what we needed.,5,FALSE,priya.k
FB-2342,2026-02-07T17:01:00Z,,priya.bauer@opalhealth.com,Pro,LATAM,Search is unusably slow since the last update.,3,yes,ALEX.R
FB-2108,06-30-2026 11:49,,yuki.larsen@opalhealth.com,Free,NA,"Would love a template library, starting from blank is rough.",4,no,alex.r
FB-2003,05/03/2026,in-app,zara.singh@zenith-partners.com,free,North America,"Onboarding emails came in the wrong order, confusing.",2,FALSE,ALEX.R
FB-2376,02-13-2026 21:59,chat,marcus.kim@tidewater.io,enterprise,North America,"Please add a dark mode, my eyes are dying.",4,TRUE,
FB-2373,2026-03-02T03:23:00Z,In-App,ines.khan@meridiangroup.co,free,India,Any plans for a Slack integration?,4,yes,sam.t
FB-2036,08/06/2026,in_app,daniel.sharma@zenith-partners.com,enterprise,APAC,Dashboard takes 30+ seconds to load every morning.,2,yes,
FB-2174,16/06/2026,Email,yuki.okoro@zenith-partners.com,Enterprise,emea,App freezes when I filter by more than two tags.,one,yes,ALEX.R
FB-2223,14/06/2026,chat,luis.patel@acmeco.com,Starter,NA,"Please add a dark mode, my eyes are dying. We need bulk edit. Doing this one by one is painful.",3,YES,
FB-2152,2026-05-24T15:45:00Z,in_app,yuki.silva@meridiangroup.co,PRO,IN,Support got back to me in 10 minutes. Impressive. The new reporting view is exactly what we needed.,5,YES,
FB-2226,17/04/2026,in_app,arjun.haddad@brightlab.io,Free,apac,No idea what half these settings do. Docs are thin.,4,no,
FB-2030,03 Apr 2026,in_app,,pro,NA,"Got charged twice this month, still waiting on the refund.",2/5,no,unassigned
FB-2132,19 Jun 2026,In-App,arjun.alvarez@brightlab.io,Pro,apac,Why did the price go up without any notice?,2,yes,jo.m
FB-2070,01/04/2026,,theo.chen@vantage.works,FREE,India,,3,1,ALEX.R
FB-2137,25 Feb 2026,in-app,bea.sharma@meridiangroup.co,free,latam,"Timezone is wrong on all timestamps, showing UTC not local.",2,0,unassigned
FB-2383,28/02/2026,email,,starter,,Honestly the best tool we've adopted this year. Team loves it.,4,No,
FB-2340,2026-06-13 01:45:00,chat,sofia.rossi@vantage.works,Free,IN,"Simple, fast, does the job. Thank you.",5,YES,jo.m
FB-2348,05/06/2026,email,marcus.kim@tidewater.io,Starter,latam,App freezes when I filter by more than two tags.,,0,jo.m
FB-2388,2026-04-03 04:08:00,in-app,luis.khan@tidewater.io,FREE,apac,"Timezone is wrong on all timestamps, showing UTC not local.",2,1,
FB-2265,03-13-2026 21:55,in_app,fatima.alvarez@northfield.org,Starter,emea,"Would love a template library, starting from blank is rough.",3,yes,jo.m
FB-2157,08/06/2026,in-app,kenji.mensah@meridiangroup.co,FREE,NA,"Please add a dark mode, my eyes are dying.",4,1,alex.r
FB-2173,2026-05-05 10:07:00,chat,aisha.okoro@zenith-partners.com,Pro,APAC,Export times out whenever we select more than 3 months.,2,No,jo.m
FB-2386,07/03/2026,chat,HANNAH.DUBOIS@TIDEWATER.IO,enterprise,NA,Search is unusably slow since the last update.,1,No,
FB-2281,21/03/2026,in-app,viktor.novak@opalhealth.com,Enterprise,IN,"Evaluating alternatives, this isn't working for our team.",1,FALSE,jo.m
FB-2166,06-03-2026 07:28,Chat,maya.chen@tidewater.io,PRO,latam,An API would unlock a lot for us.,three,,jo.m
FB-2180,02-27-2026 14:49,support-form,priya.patel@kestrel.dev,Pro,LATAM,No idea what half these settings do. Docs are thin.,3,no,ALEX.R
FB-2094,2026-05-27T00:57:00Z,chat,viktor.novak@opalhealth.com,pro,EMEA,"Uploading a large file just spins forever, no error.",2/5,yes,jo.m
FB-2235,05-28-2026 22:36,phone,luis.chen@fig.studio,Pro,IN,Export times out whenever we select more than 3 months.,2,no,alex.r
FB-2336,2026-02-09 00:26:00,Email,greg.muller@zenith-partners.com,free,,If the export issue isn't fixed by renewal we're moving on.,1,no,priya.k
FB-2080,2026-03-07 13:25:00,Chat,dev.singh@fig.studio,PRO,North America,Would be great to schedule reports weekly instead of manual.,3,YES,unassigned
FB-2141,2026-05-13T00:49:00Z,Email,zara.khan@vantage.works,pro,North America,CSV export has a trailing empty column that breaks our import.,1,1,ALEX.R
FB-2103,2026-06-09 05:14:00,In-App,clara.ito@acmeco.com,Starter,India,"Simple, fast, does the job. Thank you.",5,No,priya.k
FB-2379,2026-07-08 17:48:00,,maya.haddad@opalhealth.com,enterprise,,"Please add a dark mode, my eyes are dying.",2,yes,jo.m
FB-2102,2026-04-09 15:28:00,email,clara.larsen@kestrel.dev,PRO,latam,Any plans for a Slack integration?,3,yes,alex.r
FB-2040,2026-07-11 02:54:00,Chat,priya.mensah@brightlab.io,Pro,,"Evaluating alternatives, this isn't working for our team.",2,FALSE,priya.k
FB-2237,28 Mar 2026,Email,sam.varga@kestrel.dev,starter,LATAM,Would be great to schedule reports weekly instead of manual.,3,FALSE,ALEX.R
FB-2145,13 Jun 2026,Email,daniel.rossi@tidewater.io,Enterprise,apac,Export times out whenever we select more than 3 months.,3,yes,alex.r
FB-2380,2026-05-06 13:18:00,In-App,zara.mensah@brightlab.io,pro,emea,Can't find where to download past invoices for accounting.,,FALSE,unassigned
FB-4981,03 Apr 2026,Chat,daniel.patel@fig.studio,free,LATAM,Need role-based permissions before we can roll this out wider.,4/5,yes,alex.r
FB-2001,2026-02-12 17:12:00,Chat,arjun.muller@vantage.works,starter,emea,Would be great to schedule reports weekly instead of manual.,2,0,jo.m
FB-2266,2026-04-07 13:53:00,in-app,tomas.larsen@zenith-partners.com,free,India,Third outage this quarter. Leadership is asking questions.,2,no,sam.t
FB-2012,25 Apr 2026,in_app,amara.alvarez@meridiangroup.co,Starter,LATAM,"Timezone is wrong on all timestamps, showing UTC not local.",1,TRUE,jo.m
FB-2114,2026-04-12 13:16:00,In-App,tomas.novak@vantage.works,Starter,EMEA,"Timezone is wrong on all timestamps, showing UTC not local.",3,no,jo.m
FB-2316,05 Jul 2026,in-app,rahul.ito@opalhealth.com,Pro,APAC,The annual discount didn't apply at checkout.,3,YES,unassigned
FB-4910,2026-04-22T21:15:00Z,chat,omar.patel@acmeco.com,pro,NA,Third outage this quarter. Leadership is asking questions.,1,1,
FB-2220,12 Jul 2026,in_app,,starter,NA,No idea what half these settings do. Docs are thin. No idea what half these settings do. Docs are thin.,3,,
FB-2307,14/06/2026,Chat,priya.bauer@fig.studio,Free,IN,An API would unlock a lot for us.,3,YES,unassigned
FB-2227,2026-06-26T11:02:00Z,Chat,olu.singh@fig.studio,Pro,latam,Would be great to schedule reports weekly instead of manual.,2,No,ALEX.R
FB-2123,06-17-2026 14:39,Email,theo.novak@meridiangroup.co,Pro,IN,Export times out whenever we select more than 3 months.,,FALSE,sam.t
FB-2284,27/02/2026,support-form,hannah.sharma@meridiangroup.co,free,India,"Simple, fast, does the job. Thank you.",five,YES,
FB-2294,11/03/2026,in-app,tomas.dubois@opalhealth.com,FREE,APAC,"Got charged twice this month, still waiting on the refund.",3,no,unassigned
FB-2324,2026-06-29 18:09:00,In-App,ines.haddad@acmeco.com,free,IN,Took us three days to get the first integration working.,3,1,sam.t
FB-2352,16 Jul 2026,email,kenji.novak@kestrel.dev,Enterprise,,,2,No,
FB-2050,2026-02-19 05:47:00,in-app,marcus.khan at vantage.works,Starter,latam,The annual discount didn't apply at checkout.,2,1,sam.t
FB-2188,29 Mar 2026,email,dev.muller@zenith-partners.com,starter,EMEA,Why did the price go up without any notice?,2,TRUE,priya.k
FB-2353,2026-06-12 03:39:00,chat,yuki.haddad@zenith-partners.com,pro,latam,SEARCH IS UNUSABLY SLOW SINCE THE LAST UPDATE.,1,,unassigned
FB-2256,11 Mar 2026,phone,arjun.dubois@tidewater.io,Starter,NA,The setup wizard skipped a step and now nothing is connected.,,no,
FB-2204,2026-07-02 19:18:00,phone,aisha.silva@kestrel.dev,enterprise,,Notifications fire twice for every comment.,,FALSE,
FB-2193,02-19-2026 17:09,chat,sofia.patel@fig.studio,pro,APAC,Honestly the best tool we've adopted this year. Team loves it.,5,No,jo.m
FB-2224,06/02/2026,email,aisha.costa@meridiangroup.co,starter,emea,Need role-based permissions before we can roll this out wider.,2,1,alex.r
FB-2118,2026-03-14T18:11:00Z,Chat,greg.larsen@tidewater.io,Pro,APAC,Took us three days to get the first integration working.,,no,sam.t
FB-2064,05-10-2026 00:59,in_app,ines.chen@tidewater.io,enterprise,India,"Onboarding emails came in the wrong order, confusing.",,FALSE,priya.k
FB-2009,04-08-2026 04:37,in-app,noah.khan@kestrel.dev,Starter,apac,"Would love a template library, starting from blank is rough.",60,1,alex.r
FB-2098,02-08-2026 17:53,chat,MEI.SINGH@KESTREL.DEV,pro,latam,Would be great to schedule reports weekly instead of manual. Mobile app when?,3,1,priya.k
FB-2361,2026-05-27T00:24:00Z,phone,tomas.mensah@zenith-partners.com,pro,latam,Card declined but you still marked the account past due.,1,TRUE,alex.r
FB-2203,22 May 2026,chat,hannah.singh@meridiangroup.co,Starter,IN,Export times out whenever we select more than 3 months.,1,yes,
FB-2291,2026-07-20T05:26:00Z,Email,luis.alvarez@fig.studio,Starter,APAC,Page keeps crashing on Safari specifically.,2,TRUE,priya.k
FB-2026,22 Feb 2026,phone,sofia.larsen@acmeco.com,free,NA,"Please add a dark mode, my eyes are dying.",3,TRUE,sam.t
FB-2310,2026-07-14T20:10:00Z,support-form,ines.silva@meridiangroup.co,Pro,IN,Any plans for a Slack integration?,2,no,
FB-2089,2026-07-08T13:27:00Z,phone,clara.costa@vantage.works,PRO,India,"Please add a dark mode, my eyes are dying.",3,YES,alex.r
FB-2308,07-14-2026 17:54,In-App,greg.larsen@vantage.works,Enterprise,apac,"Got charged twice this month, still waiting on the refund.",2,FALSE,ALEX.R
FB-2290,2026-05-05 09:43:00,support-form,tomas.okoro@zenith-partners.com,Starter,emea,An API would unlock a lot for us.,3,1,priya.k
FB-4322,19 May 2026,,mei.muller@acmeco.com,Pro,North America,"Timezone is wrong on all timestamps, showing UTC not local.",2,0,priya.k
FB-2105,07-01-2026 05:52,Email,sofia.okoro@vantage.works,starter,,"Would love a template library, starting from blank is rough.",2,,jo.m
FB-2278,02/03/2026,,daniel.bauer@opalhealth.com,starter,IN,Page keeps crashing on Safari specifically.,2,yes,ALEX.R
FB-2325,18 Feb 2026,in_app,greg.bauer@acmeco.com,Pro,EMEA,Export times out whenever we select more than 3 months.,2,0,priya.k
FB-2183,05 Jul 2026,Chat,marcus.singh@tidewater.io,Starter,India,"Onboarding emails came in the wrong order, confusing.",4,FALSE,unassigned
FB-2297,11/02/2026,In-App,zara.bauer@acmeco.com,PRO,EMEA,Password reset link expired before it even arrived.,3,no,alex.r
FB-2060,06 Feb 2026,in-app,nadia.sharma@brightlab.io,starter,APAC,Password reset link expired before it even arrived.,2,TRUE,priya.k
FB-2033,2026-02-14 08:41:00,email,dev.alvarez@acmeco.com,pro,IN,Page keeps crashing on Safari specifically.,2,No,sam.t
FB-2243,28 May 2026,,noah.novak@meridiangroup.co,FREE,NA,The annual discount didn't apply at checkout.,2,,ALEX.R
FB-2215,04-25-2026 17:13,in_app,theo.mensah@kestrel.dev,Starter,IN,Search is unusably slow since the last update.,40,yes,
FB-2115,2026-06-13T17:59:00Z,in-app,INES.NOVAK@MERIDIANGROUP.CO,pro,North America,"Please add a dark mode, my eyes are dying.",3,0,
FB-2156,2026-02-22 11:24:00,in_app,yuki.silva@meridiangroup.co,starter,EMEA,"ONBOARDING EMAILS CAME IN THE WRONG ORDER, CONFUSING.",3,,ALEX.R
FB-2047,15 Jun 2026,Chat,bea.bauer@kestrel.dev,pro,emea,Cancelled. Too expensive for what we actually use.,1,yes,priya.k
FB-2282,2026-04-07T07:18:00Z,,aisha.okoro@acmeco.com,PRO,NA,Why did the price go up without any notice?,2,FALSE,sam.t
FB-2381,25 Jun 2026,chat,sofia.costa@tidewater.io,pro,apac,"Onboarding emails came in the wrong order, confusing.",2,TRUE,
FB-2029,07-17-2026 23:13,chat,daniel.dubois@opalhealth.com,pro,EMEA,Mobile app when?,3,TRUE,alex.r
FB-2076,05/04/2026,In-App,mei.varga@acmeco.com,Pro,apac,Would be great to schedule reports weekly instead of manual.,3,,jo.m
FB-2067,04-07-2026 20:07,in-app,,Free,APAC,,2,yes,unassigned
FB-2214,04-25-2026 03:35,in-app,sofia.bauer@northfield.org,PRO,,Notifications fire twice for every comment.,2,TRUE,
FB-2139,11 Jun 2026,email,bea.larsen@tidewater.io,PRO,LATAM,Export times out whenever we select more than 3 months.,40,yes,
FB-2202,2026-07-24T02:11:00Z,Chat,,Free,latam,"Evaluating alternatives, this isn't working for our team.",2,1,unassigned
FB-2346,2026-02-04T18:09:00Z,email,olu.kim@opalhealth.com,pro,India,"Please add a dark mode, my eyes are dying.",3,TRUE,jo.m
FB-2072,02-09-2026 04:50,email,fatima.khan@brightlab.io,Pro,LATAM,Search is unusably slow since the last update.,40,FALSE,sam.t
FB-2337,2026-02-14 03:40:00,Email,yuki.dubois@meridiangroup.co,starter,India,Spent an hour trying to figure out how to invite my team.,2,1,
FB-2058,06 Apr 2026,phone,rahul.silva@zenith-partners.com,FREE,,,,No,priya.k
FB-2341,2026-03-23 01:29:00,Chat,omar.singh@kestrel.dev,starter,India,NEED ROLE-BASED PERMISSIONS BEFORE WE CAN ROLL THIS OUT WIDER.,4,yes,priya.k
FB-2142,02/05/2026,Email,arjun.muller@zenith-partners.com,Free,emea,Notifications fire twice for every comment.,3,yes,
FB-4646,04-06-2026 18:52,email,hannah.larsen@zenith-partners.com,PRO,apac,Need a GST invoice with our company details on it.,3,No,jo.m
FB-2225,05 May 2026,chat,bea.okoro@brightlab.io,Enterprise,LATAM,"Timezone is wrong on all timestamps, showing UTC not local.",1,,sam.t
FB-2095,2026-03-16 09:43:00,chat,ines.dubois at zenith-partners.com,FREE,North America,"WOULD LOVE A TEMPLATE LIBRARY, STARTING FROM BLANK IS ROUGH.",3,1,unassigned
FB-2396,2026-07-23T22:53:00Z,chat,olu.bauer@tidewater.io,PRO,emea,"Uploading a large file just spins forever, no error.",3,1,ALEX.R
FB-2313,15/02/2026,email,olu.ito@kestrel.dev,starter,latam,"Onboarding emails came in the wrong order, confusing.",3,FALSE,sam.t
FB-2261,02 Feb 2026,In-App,lina.muller@zenith-partners.com,FREE,NA,Spent an hour trying to figure out how to invite my team.,3,yes,
FB-2028,04 Feb 2026,in_app,bea.okoro@opalhealth.com,free,LATAM,We're pausing our subscription until the API ships.,1,1,
FB-2378,12/05/2026,support-form,marcus.patel@kestrel.dev,Free,APAC,Any plans for a Slack integration?,3,TRUE,sam.t
FB-2387,06-27-2026 10:20,,ines.silva@acmeco.com,Free,APAC,"Got charged twice this month, still waiting on the refund.",3,no,priya.k
FB-2161,21/02/2026,in_app,bea.alvarez@acmeco.com,FREE,LATAM,The annual discount didn't apply at checkout.,1,no,alex.r
FB-2279,02-16-2026 14:40,in_app,noah.alvarez@kestrel.dev,free,APAC,,2,TRUE,jo.m
FB-2124,2026-07-21 14:23:00,Chat,,PRO,LATAM,Search is unusably slow since the last update.,one,TRUE,alex.r
FB-2178,2026-04-26 11:31:00,in_app,bea.sharma@meridiangroup.co,pro,LATAM,"Please add a dark mode, my eyes are dying.",4,,jo.m
FB-2234,02 Jun 2026,,viktor.chen@tidewater.io,starter,NA,Support got back to me in 10 minutes. Impressive.,5,FALSE,unassigned
FB-2306,06 Mar 2026,in-app,theo.muller@meridiangroup.co,PRO,latam,Special characters in names show up as question marks.,2,no,jo.m
FB-2360,02-27-2026 14:24,chat,maya.costa@brightlab.io,enterprise,,Page keeps crashing on Safari specifically.,2,yes,jo.m
FB-2153,07-27-2026 04:41,chat,marcus.mensah@northfield.org,Enterprise,IN,Spent an hour trying to figure out how to invite my team.,2,TRUE,unassigned
FB-2099,23/07/2026,chat,,Enterprise,latam,,5,,unassigned
FB-2344,2026-04-27 19:22:00,support-form,yuki.dubois@acmeco.com,enterprise,EMEA,"Please add a dark mode, my eyes are dying.",3,,ALEX.R
FB-2242,01/07/2026,chat,luis.khan@fig.studio,enterprise,North America,No idea what half these settings do. Docs are thin.,3,TRUE,sam.t
FB-2326,10 Apr 2026,in-app,maya.novak@acmeco.com,Free,IN,Special characters in names show up as question marks.,2,1,unassigned
FB-2335,21/05/2026,,kenji.okoro@kestrel.dev,starter,EMEA,The annual discount didn't apply at checkout.,,yes,
FB-2372,07/04/2026,support-form,dev.ito@brightlab.io,Free,NA,Deleted item reappears after refresh.,,no,
FB-2126,2026-03-25T14:38:00Z,In-App,bea.khan@northfield.org,Enterprise,North America,An API would unlock a lot for us.,2,YES,
FB-2138,05-08-2026 23:52,phone,daniel.varga@northfield.org,Free,apac,Why did the price go up without any notice?,2,no,alex.r
FB-2357,12 Jul 2026,Chat,maya.sharma@opalhealth.com,pro,IN,,2,YES,jo.m
FB-2318,04-30-2026 07:53,Chat,tomas.rossi@tidewater.io,Enterprise,APAC,Took us three days to get the first integration working.,,1,ALEX.R
FB-2049,07-11-2026 15:35,support-form,sofia.chen@northfield.org,Starter,IN,App freezes when I filter by more than two tags.,1,TRUE,jo.m
FB-2254,05-25-2026 00:08,phone,kenji.muller@vantage.works,PRO,India,The new reporting view is exactly what we needed.,,FALSE,jo.m
FB-2013,2026-06-16 05:16:00,support-form,rahul.sharma@vantage.works,free,IN,"Would love a template library, starting from blank is rough.",,No,unassigned
FB-2191,2026-03-09 10:28:00,Email,,Pro,EMEA,Deleted item reappears after refresh.,2,FALSE,jo.m
FB-2091,04-22-2026 14:29,in-app,olu.costa@brightlab.io,Free,,Why did the price go up without any notice?,,no,
FB-2125,,in_app,maya.muller@kestrel.dev,Enterprise,apac,"Got charged twice this month, still waiting on the refund.",1,yes,
FB-2006,05-27-2026 23:07,,maya.alvarez@northfield.org,starter,apac,Search is unusably slow since the last update.,2,1,priya.k
FB-2311,2026-02-08T22:50:00Z,email,dev.larsen@fig.studio,free,apac,The annual discount didn't apply at checkout.,2,0,jo.m
FB-2128,22 Feb 2026,phone,sofia.sharma@zenith-partners.com,Pro,North America,We're pausing our subscription until the API ships.,one,0,
FB-2088,02 Jun 2026,in-app,amara.kim@vantage.works,pro,apac,Why did the price go up without any notice?,2,FALSE,
FB-2046,2026-06-04T00:09:00Z,Chat,,PRO,North America,We need bulk edit. Doing this one by one is painful.,3,no,alex.r
FB-2084,2026-06-05T23:01:00Z,support-form,daniel.ito@opalhealth.com,Free,latam,The setup wizard skipped a step and now nothing is connected.,,TRUE,alex.r
FB-2247,2026-04-22T07:31:00Z,chat,yuki.alvarez@kestrel.dev,free,latam,Spent an hour trying to figure out how to invite my team.,3,yes,sam.t
FB-2134,05-28-2026 19:09,Email,sam.singh@acmeco.com,FREE,latam,Deleted item reappears after refresh.,2,YES,alex.r
FB-2063,2026-07-14 15:48:00,support-form,sam.costa@tidewater.io,Pro,LATAM,Invoice shows the old plan price even after we upgraded.,3,no,
FB-2054,03-22-2026 11:26,Email,dev.rossi@fig.studio,pro,,CSV export has a trailing empty column that breaks our import.,2,No,unassigned
FB-2358,26/07/2026,,mei.khan@tidewater.io,Pro,EMEA,Need role-based permissions before we can roll this out wider.,4,1,sam.t
FB-2329,2026-04-12T23:15:00Z,Chat,ines.alvarez@acmeco.com,Enterprise,APAC,App freezes when I filter by more than two tags.,1,,
FB-2116,2026-03-05T06:22:00Z,support-form,zara.singh@acmeco.com,free,North America,An API would unlock a lot for us.,3,FALSE,jo.m
FB-2292,02 Jun 2026,In-App,tomas.rossi@tidewater.io,FREE,North America,If the export issue isn't fixed by renewal we're moving on.,1,,
FB-2301,03-29-2026 10:23,In-App,mei.bauer@vantage.works,Free,India,"Timezone is wrong on all timestamps, showing UTC not local.",2,,ALEX.R
FB-2185,05-28-2026 18:15,In-App,tomas.sharma@northfield.org,Starter,latam,We need bulk edit. Doing this one by one is painful.,60,No,alex.r
FB-2315,01/03/2026,Email,mei.varga@brightlab.io,free,IN,Mobile app when?,3,no,
FB-2229,10 Jul 2026,in_app,maya.okoro@acmeco.com,Pro,North America,"Timezone is wrong on all timestamps, showing UTC not local.",2,0,ALEX.R
FB-2163,15/04/2026,Email,theo.khan@kestrel.dev,Free,APAC,"Uploading a large file just spins forever, no error.",1,yes,unassigned
FB-2355,03-10-2026 22:28,In-App,lina.singh@tidewater.io,enterprise,IN,Page keeps crashing on Safari specifically.,2,1,alex.r
FB-2309,2026-05-06 16:37:00,In-App,aisha.costa@brightlab.io,PRO,North America,"Got charged twice this month, still waiting on the refund.",2,No,
FB-2059,2026-06-05 12:07:00,in_app,arjun.alvarez@kestrel.dev,starter,,We're pausing our subscription until the API ships.,,0,priya.k
FB-2154,2026-02-26T10:58:00Z,Email,greg.alvarez@brightlab.io,starter,EMEA,Can't find where to download past invoices for accounting.,3,TRUE,
FB-2121,05-21-2026 02:40,in-app,ines.larsen@fig.studio,Enterprise,LATAM,Support got back to me in 10 minutes. Impressive.,4/5,No,ALEX.R
FB-2039,04-17-2026 01:19,,zara.novak@fig.studio,PRO,India,Took us three days to get the first integration working.,3,yes,jo.m
FB-2025,06-15-2026 06:41,In-App,noah.singh@kestrel.dev,PRO,India,Honestly the best tool we've adopted this year. Team loves it.,5,YES,sam.t
FB-2351,07/06/2026,chat,greg.silva@acmeco.com,Starter,apac,Took us three days to get the first integration working.,2,TRUE,
FB-2016,2026-05-15T17:28:00Z,in_app,rahul.haddad@kestrel.dev,starter,North America,Mobile app when?,2,FALSE,alex.r
FB-2027,23/03/2026,chat,sam.bauer@tidewater.io,starter,latam,Mobile app when?,3,TRUE,priya.k
FB-2381,25 Jun 2026,chat,sofia.costa@tidewater.io,pro,apac,"Onboarding emails came in the wrong order, confusing.",2,TRUE,
FB-2370,2026-03-17T16:22:00Z,Email,aisha.okoro@acmeco.com,enterprise,EMEA,Support got back to me in 10 minutes. Impressive.,4/5,TRUE,jo.m
FB-2249,01 May 2026,support-form,kenji.kim@kestrel.dev,pro,,Need a GST invoice with our company details on it.,2,,sam.t
FB-2283,10 Jul 2026,chat,amara.larsen@vantage.works,FREE,apac,An API would unlock a lot for us.,3/5,,priya.k
FB-2345,09/05/2026,In-App,yuki.kim@zenith-partners.com,PRO,EMEA,The setup wizard skipped a step and now nothing is connected.,3,,sam.t
FB-2120,10 May 2026,,noah.singh@brightlab.io,free,latam,"Timezone is wrong on all timestamps, showing UTC not local.",2,0,sam.t
FB-2167,04-07-2026 04:53,phone,bea.silva@zenith-partners.com,Enterprise,APAC,"Timezone is wrong on all timestamps, showing UTC not local.",2,yes,unassigned
FB-2119,2026-03-19 22:19:00,,MEI.ALVAREZ@ZENITH-PARTNERS.COM,enterprise,LATAM,Page keeps crashing on Safari specifically.,2,0,jo.m
FB-2038,03 Apr 2026,Chat,daniel.patel@fig.studio,free,LATAM,Need role-based permissions before we can roll this out wider.,4/5,yes,alex.r
FB-2111,12 Jun 2026,in_app,fatima.alvarez@northfield.org,FREE,EMEA,If the export issue isn't fixed by renewal we're moving on.,1,TRUE,alex.r
FB-2187,13 Apr 2026,email,zara.bauer@meridiangroup.co,pro,,Dashboard takes 30+ seconds to load every morning.,2,No,priya.k
FB-2270,06 Jul 2026,phone,marcus.costa@northfield.org,Starter,NA,Spent an hour trying to figure out how to invite my team.,3,No,unassigned
FB-2165,2026-07-21T08:25:00Z,In-App,nadia.chen@northfield.org,FREE,IN,"Timezone is wrong on all timestamps, showing UTC not local.",2,YES,ALEX.R
FB-2323,09 Mar 2026,email,omar.silva@brightlab.io,Pro,latam,Cancelled. Too expensive for what we actually use.,1,,
FB-2368,07/03/2026,support-form,tomas.bauer@kestrel.dev,PRO,LATAM,Can't find where to download past invoices for accounting.,2,1,jo.m
FB-2195,24/05/2026,Email,nadia.sharma@acmeco.com,Free,,CSV export has a trailing empty column that breaks our import.,2,YES,
FB-2179,10/05/2026,chat,greg.muller@zenith-partners.com,Pro,apac,Cancelled. Too expensive for what we actually use.,1,yes,sam.t
FB-2143,03-15-2026 00:15,chat,daniel.varga@brightlab.io,FREE,LATAM,We need bulk edit. Doing this one by one is painful.,3,YES,sam.t
FB-4599,31/05/2026,support-form,hannah.larsen@acmeco.com,starter,India,The annual discount didn't apply at checkout.,2,FALSE,priya.k
FB-2330,2026-07-01 21:49:00,chat,amara.khan@fig.studio,Free,,Need role-based permissions before we can roll this out wider.,3,TRUE,jo.m
FB-2106,2026-03-13T21:57:00Z,Chat,bea.sharma@tidewater.io,enterprise,NA,The annual discount didn't apply at checkout.,3,TRUE,
FB-2228,06-05-2026 23:29,,noah.mensah@vantage.works,free,emea,"Timezone is wrong on all timestamps, showing UTC not local. Timezone is wrong on all timestamps, showing UTC not local.",3,TRUE,
FB-2231,13/03/2026,,olu.patel@kestrel.dev,PRO,LATAM,We need bulk edit. Doing this one by one is painful.,4,no,jo.m
FB-2274,16/06/2026,phone,ines.chen@acmeco.com,Starter,latam,Dashboard takes 30+ seconds to load every morning.,3,no,alex.r
FB-2209,09/04/2026,Email,zara.okoro@kestrel.dev,free,EMEA,If the export issue isn't fixed by renewal we're moving on.,1,no,ALEX.R
FB-2233,05-12-2026 10:04,email,bea.silva@fig.studio,free,emea,"Evaluating alternatives, this isn't working for our team.",,1,sam.t
FB-4155,06-27-2026 01:33,in-app,sam.dubois@tidewater.io,enterprise,apac,No idea what half these settings do. Docs are thin.,3,0,ALEX.R
FB-2176,2026-07-07T18:01:00Z,email,clara.singh@kestrel.dev,enterprise,emea,Notifications fire twice for every comment.,2/5,,
FB-2068,2026-02-10 19:54:00,chat,amara.novak@meridiangroup.co,FREE,North America,"Would love a template library, starting from blank is rough.",three,TRUE,jo.m
FB-2359,2026-07-26 00:12:00,support-form,maya.alvarez@zenith-partners.com,Pro,latam,Export times out whenever we select more than 3 months.,3,YES,ALEX.R
FB-2213,2026-05-30T23:12:00Z,in_app,lina.singh@acmeco.com,pro,LATAM,"Please add a dark mode, my eyes are dying.",4,no,alex.r
FB-2317,02 Apr 2026,chat,mei.khan@zenith-partners.com,FREE,,The setup wizard skipped a step and now nothing is connected.,3,0,unassigned
FB-2061,2026-03-02 12:37:00,In-App,amara.singh@zenith-partners.com,Pro,EMEA,Why did the price go up without any notice?,three,No,unassigned
FB-2007,21/07/2026,,fatima.kim@meridiangroup.co,pro,LATAM,Support got back to me in 10 minutes. Impressive.,5,,sam.t
FB-2135,2026-07-21T06:29:00Z,phone,nadia.khan@northfield.org,enterprise,LATAM,"Uploading a large file just spins forever, no error.",two,no,priya.k
FB-4270,2026-06-26T11:02:00Z,Chat,olu.singh@fig.studio,Pro,latam,Would be great to schedule reports weekly instead of manual.,2,No,ALEX.R
FB-2392,06-04-2026 18:01,Chat,zara.novak@opalhealth.com,pro,EMEA,Special characters in names show up as question marks.,3,YES,
FB-2129,04-18-2026 05:57,phone,fatima.varga@fig.studio,Starter,IN,"Got charged twice this month, still waiting on the refund.",2,TRUE,
FB-2192,2026-05-21 21:46:00,support-form,ines.khan@opalhealth.com,Free,IN,We need bulk edit. Doing this one by one is painful.,3,yes,unassigned
